Gram panchayat,Village,Sample source,Sample tested date,Temperature, Colour, Odour, Taste, Turbidity, pH,TDS, Total Alkalinity, Chloride, Fluoride, Nitrate, Sulphate, Total Hardness, Iron,Conductivity,Portability
Hajarmachi,Hajarmachi,Anganwadi name : Anganwadi 49,45175,26,0,0,0,0.4,7.3,380,26,14,0.001,0.12,0.9,211,0.02,260,1
Hajarmachi,Hajarmachi,Anganwadi name : anganwadi new malwadi,45175,26,0,0,0,0.5,7.3,380,34,33,0.001,1,0.9,274,0.02,368,1
Hajarmachi,Hajarmachi,Anganwadi name : anganwadi new burudwasti,45175,32,0,0,0,0.5,7.3,160,26,33,0.001,0.23,0.9,211,0.02,211,1
Hajarmachi,Hajarmachi,School name : ATMARAM VIDHYA MANDIR OGLEWADI,45175,26,0,0,0,0.4,7.3,160,34,33,0.001,0.12,0.9,211,0.02,211,1
Hajarmachi,Hajarmachi,School name : KALYANI ENG.MED.SCH.OGLEWADI,45175,26,0,0,0,0.5,7.3,160,34,33,0.001,0.12,0.9,186,0.02,211,1
Hajarmachi,Hajarmachi,School name : VIKAS MANDEER KOYANASAYDING,45175,26,0,0,0,0.5,7.3,156,34,33,0.11,0.27,0.9,274,0.02,368,1
Hajarmachi,Hajarmachi,School name : Z.P.PS.SADASHIVGAD,45175,26,0,0,0,0.5,7.3,160,74,33,0.12,16.1,2.6,62,0.09,211,1
Hajarmachi,Hajarmachi,School name : z.p.school,45175,26,0,0,0,0.5,7.3,160,34,16,0.001,0.12,0.9,186,0.09,256,1
Hajarmachi,Hajarmachi,Individual house tap water Aslam Hamid Mulla,45175,26,0,0,0,0.4,7,380,34,33,0.001,0.12,1,211,0.02,211,1
Hajarmachi,Hajarmachi,"Source Type : River, location : in habitaiton",45079,34,4,0,0,0.02,7,66,4,8,0.02,0.6,0.09,44,0.01,104,1
Hajarmachi,Hajarmachi,", location : Location : JOTIRLINK MANDIR [ Source type : Deep Tubewell ] [ schemeId : 6313271, scheme name : JOTIRLINK MANDIR, Type : Handpump ]",45187,25,2,0,0,0.02,7,66,4,8,0.02,,0.09,42,0.01,103,1
Hajarmachi,Hajarmachi,", location : Location : MAYUR HOTEL [ Source type : Deep Tubewell ] [ schemeId : 6313281, scheme name : MAYUR HOTEL, Type : Handpump ]",45187,34,0,,0,0.02,7,67,4,8,0.01,,0.08,44,0.01,105,1
Hajarmachi,Hajarmachi,", location : Location : SABANE MANGAL KARLY [ Source type : Deep Tubewell ] [ schemeId : 6313272, scheme name : SABANE MANGAL KARLY, Type : Handpump ]",45187,25,2,,0,0.02,7,66,6,8,0.01,,0.08,44,0.02,103,1
Hajarmachi,Hajarmachi,"Source Type : River, location : in habitaiton",45079,34,2,,0,0.02,7,66,6,8,0.01,,0.06,42,0.02,103,1
Hanbarwadi,Hanbarwadi,School name : AADARSHA VIDYA. HANBARWADI,45176,26,0,0,0,0.5,7.3,160,34,33,0.001,0.12,0.9,211,0.09,368,1
Hanbarwadi,Hanbarwadi,Individual house tap water Ulahas Adhikrao Shedage,45091,33,3,0,0,0.24,7.1,306,58,32,0.08,3.06,0.8,166,0.06,408,1
Hanbarwadi,Hanbarwadi,Individual house tap water Gajanan Shrirang Shedage,45091,33,3,0,0,0.5,7.1,550,84,64,0.18,3.21,0.73,216,0.05,738,1
Hanbarwadi,Hanbarwadi,"Source Type : Open Well, location : percolation well near canol",45089,33,2,0,0,0.6,7.2,705,96,96,0.1,33.26,1.49,432,0.08,936,1
Hanbarwadi,Hanbarwadi,", location : Location : near gavthan [ Source type : Deep Tubewell ] [ schemeId : 1298, scheme name : HANBARWADI, Type : Handpump ]",45089,33,2,0,0,0.5,7.1,550,84,64,0.18,3.21,0.73,216,0.05,738,1
Hanbarwadi,Hanbarwadi,Anganwadi name : anganwadi 58,45089,33,2,0,0,0.6,7.2,705,96,96,0.1,33.26,1.49,432,0.08,936,1
Hanbarwadi,Hanbarwadi,Anganwadi name : Anganwadi57,45089,33,2,0,0,0.5,7.2,550,84,64,0.18,3.21,0.73,216,0.05,738,1
Hanbarwadi,Hanbarwadi,Anganwadi name : ANGANWADI MINI NEW,45089,33,2,0,0,0.6,7.2,705,96,96,0.1,33.26,1.49,432,0.08,936,1
Hanbarwadi,Hanbarwadi,School name : z.p.school,45089,33,2,0,0,0.5,7.1,550,84,64,0.18,3.21,0.73,216,0.05,738,1
Hanumantwadi,Hanumantwadi,Individual house tap water SAMBHAJI SHEWALE,45138,26,2,0,0,0.73,7.2,290,42,30,0.06,10.6,1.09,154,0.02,386,1
Hanumantwadi,Hanumantwadi,Individual house tap water SANGITA KUMBHAR,45138,26,2,0,0,0.73,7.2,290,42,30,0.06,10.6,1.09,154,0.02,386,1
Hanumantwadi,Hanumantwadi,"Source Type : Deep Tubewell, location : NEAR YAWATI DAM",45097,33,3,0,0,0.73,7.2,290,42,30,0.06,10.6,1.09,154,0.02,386,1
Hanumantwadi,Hanumantwadi,School name : z.p.school,45097,33,2,0,0,0.73,7.2,290,42,30,0.06,10.6,1.09,154,0.02,386,1
Hanumantwadi,Hanumantwadi,Anganwadi name : anganwadi -60,45097,33,2,0,0,0.73,7.2,290,42,30,0.06,10.6,1.09,154,0.02,386,1
Hanumanwadi,Hanumanwadi,"Source Type : Open Well, location : in habitaiton",45112,30,2,0,0,0.5,7.2,224,38,18,0.4,2,1.2,56,0.09,296,1
Hanumanwadi,Hanumanwadi,"Source Type : Deep Tubewell, location : NEAR YAWTI DAD",45112,30,2,0,0,0.5,7.18,222,40,18,0.36,1.8,1.1,58,0.1,298,1
Hanumanwadi,Hanumanwadi,Anganwadi name : Anganwadi,45112,30,3,0,0,0.5,7.18,222,40,18,0.36,1.8,1.1,58,0.1,298,1
Hanumanwadi,Hanumanwadi,School name : z.p.school,45112,30,3,0,0,0.6,7.3,658,164,52,0.3,30.6,3.6,378,0.09,874,1
Harphalwadi,Harpalwadi,"Source Type : Open Well, location : Nalekar mala percolation well",45184,26,0,0,0,0.5,7.3,374,34,33,0.001,0.12,0.9,211,0.06,256,1
Harphalwadi,Harpalwadi,", location : Location : Nalekar mala percolation well [ Source type : Open Well ] [ schemeId : 6313292, scheme name : Nalekar mala percolation well, Type : Handpump ]",45085,25,2,0,0,0.5,7.2,391,44,44,0.9,16,6,296,0.12,611,1
Harphalwadi,Harpalwadi,"Source Type : Open Well, location : NEAR GAOTHAN",45085,25,2,0,0,0.5,7.2,380,112,40,0.09,14.67,0.6,208,0.09,505,1
Harphalwadi,Harpalwadi,Anganwadi name : anganwadi - 62,45085,33,2,0,0,0.5,7.2,380,112,40,0.09,14.67,0.65,208,0.09,505,1
Harphalwadi,Harpalwadi,Anganwadi name : Harpalwadi new,45085,33,2,0,0,0.5,7.2,388,88,64,0.07,34.45,0.66,204,0.82,515,1
Harphalwadi,Harpalwadi,Anganwadi name : Harpalwadi 61,45085,33,2,0,0,0.5,7.2,380,112,40,0.09,14.67,0.65,208,0.09,505,1
Harphalwadi,Harpalwadi,School name : z.p.school,45085,33,2,0,0,0.5,7.2,388,88,64,0.07,34.45,0.66,204,0.82,515,1
Harphalwadi,Harpalwadi,", location : Location : magas vasti [ Source type : Deep Tubewell ] [ schemeId : 6313295, scheme name : magas vasti, Type : Handpump ]",45085,25,2,0,0,0.5,7.3,472,100,72,0.06,29,0.64,204,0.03,626,1
Harphalwadi,Harpalwadi,", location : Location : Vetal mala [ Source type : Deep Tubewell ] [ schemeId : 6313294, scheme name : Vetal mala, Type : Handpump ]",45085,25,2,0,0,0.5,7.2,230,60,28,0.08,9.32,0.77,104,0.06,305,1
Harphalwadi,Harpalwadi,", location : Location : Deskhmukh lake [ Source type : Deep Tubewell ] [ schemeId : 6313293, scheme name : Deskhmukh lake , Type : Handpump ]",45085,25,2,0,0,0.5,7.2,497,140,80,0.06,35.76,0.69,192,0.05,658,1
Harphalwadi,Harpalwadi,", location : Location : Deshmukh lane [ Source type : Deep Tubewell ] [ schemeId : 6313296, scheme name : Deshmukh lane, Type : Handpump ]",45085,25,2,0,0,0.5,7.2,388,88,64,0.07,34.45,0.66,204,0.82,515,1
Havelwadi,Havelwadi,Individual house tap water TATYA KASHID,45175,33,0,0,0,0.2,7,160,26,14,0.12,0.12,0.9,186,0.06,211,1
Havelwadi,Havelwadi,Individual house tap water RESHMA SHEWALE,45175,32,0,0,0,0.3,7.1,160,26,33,0.11,1,0.9,186,0.04,256,1
Havelwadi,Havelwadi,"Source Type : Open Well, location : NEAR GAOTHAN",45097,33,2,0,0,0.4,7.1,256,56,28,0.1,1.4,3.4,100,0.04,344,1
Havelwadi,Havelwadi,"Others, location : GAVTHAN",45097,33,2,0,0,0.4,7.2,254,54,30,0.11,1.6,3.42,102,,346,1
Havelwadi,Havelwadi,School name : z.p.school,45097,33,2,0,0,0.4,7.1,256,56,28,0.1,1.4,3.4,100,0.04,344,1
Havelwadi,Havelwadi,Anganwadi name : anganwadi,45097,33,2,0,0,0.4,7.1,256,56,28,0.1,1.4,3.4,100,0.04,344,1
Helgaon,Helgaon,Anganwadi name : anganwadi 63,45112,30,3,0,0,0.5,7.2,326,98,38,0.3,3.4,3.18,170,0.09,512,1
Helgaon,Helgaon,Anganwadi name : anganwadi -64,45112,30,3,0,0,0.5,7.3,398,126,50,0.2,10.02,3.1,176,0.08,622,1
Helgaon,Helgaon,Anganwadi name : anganwadi -66,45112,30,3,0,0,0.5,7.2,326,98,38,0.3,3.4,3.18,170,0.09,512,1
Helgaon,Helgaon,School name : z.p.school,45118,30,2,0,0,0.6,7.2,272,86,26,0.18,8.6,1.1,178,0.06,5330,1
Helgaon,Helgaon,School name : PANCHCROSHI DATTA VIDYAMANDIR HELGAON,45118,30,2,0,0,0.5,7.3,400,126,46,0.2,9.8,3.1,174,0.06,624,1
Helgaon,Helgaon,Individual house tap water PRAKASH PATIL HOUSE,45118,30,3,0,0,0.5,7.3,398,126,50,0.2,10.02,3.1,176,0.08,622,1
Helgaon,Helgaon,Individual house tap water APPASO SURYAWANSHI HOUSE,45118,30,2,0,0,0.5,7.3,400,126,46,0.2,9.8,3.1,174,0.06,624,1
Helgaon,Helgaon,"Source Type : Open Well, location : HELGAON 65",45112,30,3,0,0,0.6,7.2,272,86,26,0.18,8.6,1.1,178,0.06,5330,1
Helgaon,Helgaon,", location : Location : Pokale house [ Source type : Deep Tubewell ] [ schemeId : 6313303, scheme name : Pokale house, Type : Handpump ]",45112,30,3,0,0,0.6,7.2,476,118,38,0.12,16,0.6,282,0.08,634,1
Helgaon,Helgaon,", location : Location : Mala vasti [ Source type : Deep Tubewell ] [ schemeId : 6313306, scheme name : Mala vasti, Type : Handpump ]",45112,30,3,0,0,0.6,7.2,404,98,38,0.11,7.8,1.2,198,0.06,544,1
Hingnole,Hingnole,"Source Type : Open Well, location : NEAR GAOTHAN",45085,33,2,0,0,0.5,7.2,96,32,8,0.37,24.59,2.2,40,0.1,152,1
Hingnole,Hingnole,"Others, location : Near Grampanchayat",45195,26,0,0,0,0.5,7.2,160,34,33,0.11,0.12,1,211,0.09,256,1
Hingnole,Hingnole,Anganwadi name : Anganwadi-68,45085,33,2,0,0,0.5,7.3,472,472,56,0.33,36.12,2.17,212,0.14,631,1
Hingnole,Hingnole,School name : z.p.school,45085,33,2,0,0,0.5,7.2,96,32,8,0.37,24.59,2.2,40,0.1,152,1
Hingnole,Hingnole,"Others, location : Near Maruti Mandir",45085,33,2,0,0,0.5,7.2,386,84,56,0.54,19.38,1.4,204,0.13,512,1
Indoli,Indoli,", location : Location : near smarak [ Source type : Deep Tubewell ] [ schemeId : 6313328, scheme name : near smarak, Type : Handpump ]",45216,,,,,,,,,,,,,,,210,0
Indoli,Indoli,", location : Location : EAST OF GAOTHAN [ Source type : Deep Tubewell ] [ schemeId : 4423193, scheme name : SMARAK VASTI-INDOLI BWHP, Type : Handpump ]",45085,25,2,0,0,0.5,7.2,430,80,80,0.12,18,4,172,0.16,672,1
Indoli,Indoli,", location : Location : Chavan vasti [ Source type : Deep Tubewell ] [ schemeId : 6313322, scheme name : Chavan vasti, Type : Handpump ]",45085,25,2,0,0,0.5,7.2,244,36,40,0.06,14,1.2,144,0.1,381,1
Indoli,Indoli,", location : Location : Nandiwale vasti [ Source type : Deep Tubewell ] [ schemeId : 6313327, scheme name : Nandiwale vasti, Type : Handpump ]",45085,25,2,0,0,0.6,7.2,269,40,60,0.109,29,1,160,0.14,420,1
Indoli,Indoli,", location : Location : Jadhav vasti Shirgaon road [ Source type : Deep Tubewell ] [ schemeId : 6313324, scheme name : Jadhav vasti Shirgaon road, Type : Handpump ]",45085,25,2,0,0,0.6,7.2,371,92,88,0.191,12,4,160,0.04,581,1
Indoli,Indoli,"Source Type : Open Well, location : INDOLI 71",45085,25,2,0,0,0.5,7.2,233,149,36,0.9,3.11,0.9,48,0.1,233,1
Indoli,Indoli,", location : Location : More lane [ Source type : Deep Tubewell ] [ schemeId : 6313320, scheme name : More lane, Type : Handpump ]",45085,25,2,0,0,0.5,7.2,432,76,92,0.28,2.14,0.74,72,0.07,573,1
Indoli,Indoli,", location : Location : Hatte lane [ Source type : Deep Tubewell ] [ schemeId : 6313321, scheme name : Hatte lane, Type : Handpump ]",45085,25,2,0,0,0.5,7.2,508,96,56,0.16,45,1,216,0.14,792,1
Indoli,Indoli,", location : Location : Kadambade vasti [ Source type : Deep Tubewell ] [ schemeId : 6313325, scheme name : Kadambade vasti, Type : Handpump ]",45195,26,2,0,0,0.5,7.2,231,32,24,0.12,15,1.2,140,0.1,361,1
Indoli,Indoli,", location : Location : near smarak [ Source type : Deep Tubewell ] [ schemeId : 6313328, scheme name : near smarak, Type : Handpump ]",45085,25,2,0,0,0.5,7.2,406,84,40,0.25,3.86,0.84,72,0.14,538,1
Jakhinwadi,Jakhinwadi,", location : Location : Wadar vasti [ Source type : Deep Tubewell ] [ schemeId : 6313331, scheme name : Wadar vasti, Type : Handpump ]",45127,25,2,0,0,0.6,7.2,294,68,50,0.16,34.66,1.2,150,0.06,462,1
Jakhinwadi,Jakhinwadi,", location : Location : Samapat Patil mala [ Source type : Deep Tubewell ] [ schemeId : 6313337, scheme name : Samapat Patil mala, Type : Handpump ]",45127,25,2,0,0,0.6,7.2,280,52,38,0.2,26.6,1.22,154,0.08,430,1
Jakhinwadi,Jakhinwadi,", location : Location : Gopal wasti [ Source type : Deep Tubewell ] [ schemeId : 6313332, scheme name : Gopal wasti, Type : Handpump ]",45127,25,2,0,0,0.6,7.1,278,52,46,0.16,29.6,0.44,126,0.09,440,1
Jakhinwadi,Jakhinwadi,", location : Location : near Babaji Patil house [ Source type : Deep Tubewell ] [ schemeId : 6313333, scheme name : near Babaji Patil house, Type : Handpump ]",45127,25,2,0,0,0.6,7.3,290,52,42,0.14,22.8,0.99,184,0.1,460,1
Jinti,Jinti,Individual house tap water NISHIGANDHA PATIL,45173,26,0,0,0,0.4,7.1,160,34,33,0.001,0.12,0.9,211,0.02,211,1
Jinti,Jinti,"Source Type : Open Well, location : IN HABITATION",45097,33,3,0,0,0.2,7.2,240,82,34,0.6,29.92,1.6,102,0.06,326,1
Jinti,Jinti,"Source Type : Shallow Tubewell, location : in habitaiton",45097,33,3,0,0,0.2,7.4,616,126,58,0.4,35.7,1.58,406,0.05,814,1
Jinti,Jinti,School name : Z P SCHOOL,45097,33,3,0,0,0.2,7.2,240,82,34,0.6,29.92,1.6,102,0.06,326,1
Jinti,Jinti,Anganwadi name : anganwadi 72,45097,33,2,0,0,0.2,7.4,616,126,58,0.4,35.7,1.58,406,0.05,814,1
Jujarwadi,Junjarwadi (n.v.),School name : z.p.school,45127,28,2,0,0,0.5,7.3,1122,162,98,0.2,40.93,6.8,210,0.1,1750,1
Jujarwadi,Junjarwadi (n.v.),"Source Type : Open Well, location : @ GAOTHAN JUNJARWADI",45089,33,2,0,0,0.6,7.6,1220,214,270,0.16,48.6,3.8,600,0.04,1900,1
Jujarwadi,Junjarwadi (n.v.),School name : z.p.school,45089,33,3,0,0,0.6,7.1,270,62,34,0.4,20.6,1.2,128,0.08,426,1
Julewadi,Julewadi,Public tap water location : -----,45309,,0,,,,,,,,,,,,,,0
Julewadi,Julewadi,Public tap water location : -----,45309,,0,,,,,,,,,,,,,,0
Julewadi,Julewadi,"Source Type : Open Well, location : NEAR KRISNA @ GONDI GAOTHAN",45092,34,2,0,0,0.23,7.49,422,64,44,0.07,31.51,1.4,120,0.1,671,1
Julewadi,Julewadi,"Source Type : Open Well, location : NEAR KRISNA @ GONDI GAOTHAN",45092,34,2,0,0,0.48,7.51,380,136,20,0.017,1.17,1.32,284,0.06,593,1
Julewadi,Julewadi,"Source Type : Open Well, location : IN HABITATION",45092,34,2,0,0,0.6,7,120,38,22,0.16,10,1,24,0.08,186,1
Kambirwadi,Kambirwadi,School name : z.p.school,45176,26,0,0,0,0.5,7.3,160,26,33,0.001,0.12,0.9,211,0.02,256,1
Kambirwadi,Kambirwadi,Individual house tap water santosh Shankar Kambire,45091,33,3,0,0,0.5,7.2,300,40,60,0.1,1.84,1,40,0.04,466,1
Kambirwadi,Kambirwadi,Individual house tap water Satish Bhagwant Kambire,45089,33,2,0,0,0.5,7.2,299,40,60,0.1,1.86,1,38,0.03,468,1
Kambirwadi,Kambirwadi,"Source Type : Open Well, location : GAOTHAN",45089,33,3,0,0,0.5,7.2,300,38,60,0.1,1.84,1,40,0.04,471,1
Kambirwadi,Kambirwadi,Anganwadi name : Anganwadi,45089,33,2,0,0,0.5,7.2,299,38,60,0.1,1.86,1,38,0.03,468,1
Kamthi,Kamthi,"Source Type : Open Well, location : in habitaiton",45184,26,0,0,0,0.6,7.2,477,34,33,0.001,0.12,0.9,211,0.06,746,1
Kamthi,Kamthi,", location : Location : Bendad vasti [ Source type : Deep Tubewell ] [ schemeId : 6313375, scheme name : Bendad vasti, Type : Handpump ]",45184,34,0,0,0,0.6,7.2,478,34,33,0.11,0.12,0.9,211,0.06,748,1
Kapil,Kapil,"Source Type : River, location : IN HABITATION",45083,34,3,0,0,0.6,7.3,448,128,52,0.09,26.1,1.1,218,0.04,590,1
Kapil,Kapil,"Source Type : Open Well, location : NEAR GAOTHAN",45083,34,3,0,0,0.6,7.3,578,96,44,0.04,5.12,1,202,0.06,764,1
Kapil,Kapil,Anganwadi name : ANGANWADI 95,45131,25,2,0,0,0.6,7.3,448,128,52,0.09,26.1,1.1,218,0.06,590,1
Kapil,Kapil,"Others, location : gavthan",45131,25,2,0,0,0.4,7.6,809,140,44,0.1,15.6,1.87,180,0.09,1072,1
Kapil,Kapil,Anganwadi name : kapil 96,45131,25,2,0,0,0.6,7.3,578,96,44,0.04,5.12,1,202,0.06,764,1
Kapil,Kapil,Anganwadi name : ANGANWADI 51,45131,25,2,0,0,0.4,7.6,809,140,44,0.1,15.6,1.87,180,0.06,1072,1
Kapil,Kapil,School name : z.p.school,45131,25,2,0,0,0.6,7.3,448,128,52,0.09,26.1,1.1,218,0.1,590,1
Kapil,Kapil,School name : Z.P.PS.HOUDMALA,45131,25,2,0,0,0.6,7.3,578,96,44,0.04,5.12,1,202,0.11,764,1
Kapil,Kapil,School name : JAVAHAR VIDYAMANDIR KAPIL GOLESHWAR,45131,26,0,0,0,0.4,7.6,836,128,108,0.22,7.2,0.03,304,0.11,1108,1
Kapil,Pachwad Vasahat,Anganwadi name : kapil 191,45131,25,2,0,0,0.6,7.3,448,128,52,0.09,26.1,1.1,218,0.11,590,1
Kapil,Pachwad Vasahat,"Others, location : pachwad vasahat",45131,25,2,0,0,0.6,7.3,578,96,44,0.04,5.12,1,202,0.13,764,1
Karanjoshi,Karanjoshi,Anganwadi name : anganwadi,45085,33,2,0,0,0.5,7.3,495,112,44,0.31,24.95,0.89,268,0.1,864,1
Karanjoshi,Karanjoshi,School name : zp school,45085,33,2,0,0,0.5,7.3,418,100,40,0.6,12.87,1.3,208,0.09,555,1
Karanjoshi,Karanjoshi,"Source Type : Deep Tubewell, location : NEAR GAOTHAN",45085,25,2,0,0,0.5,7.3,495,112,44,0.31,24.95,0.89,268,0.1,864,1
Karanjoshi,Karanjoshi,Anganwadi name : anganwadi,45085,33,2,0,0,0.5,7.3,495,112,44,0.31,24.95,0.89,268,0.1,864,1
Karanjoshi,Karanjoshi,School name : zp school,45085,33,2,0,0,0.5,7.3,418,100,40,0.6,12.87,1.3,208,0.09,555,1
Karanjoshi,Karanjoshi,"Source Type : Deep Tubewell, location : NEAR GAOTHAN",45085,25,2,0,0,0.5,7.3,495,112,44,0.31,24.95,0.89,268,0.1,864,1
Karve,Gopalnagar,School name : z.p.school,45131,26,0,0,0,0.6,7.1,278,98,40,0.03,10.5,0.6,106,0.11,364,1
Karve,Karve,Anganwadi name : karve 100,45131,26,0,0,0,0.6,7.5,987,240,50,0.08,43.65,4,250,0.1,1312,1
Karve,Karve,Anganwadi name : karve 58,45131,26,0,0,0,0.6,7.5,987,240,50,0.04,40.1,4.1,222,0.1,1312,1
Karve,Karve,Anganwadi name : karve 37,45131,26,0,0,0,0.6,7.5,1284,110,210,0.08,10.12,2.5,350,0.1,1702,1
Karve,Karve,Anganwadi name : karve chouki mini,45131,26,0,0,0,0.6,7.2,280,82,38,0.06,10.12,1,142,0.11,374,1
Karve,Karve,School name : Z.P.PS.GOPALNAGAR,45131,26,0,0,0,0.6,7.1,278,118,38,0.1,8.1,2.2,166,0.1,364,1
Karve,Karve,School name : ZP SCHOOL BOYS KARVE,45131,26,0,0,0,0.6,7.5,987,240,50,0.08,43.65,4,250,0.11,1312,1
Karve,Karve,Anganwadi name : 249,45127,25,2,0,0,0.6,7.5,1284,110,210,0.08,10.12,2.5,350,0.06,1702,1
Karve,Karve,Anganwadi name : klarve 28,45127,25,2,0,0,0.6,7.2,280,82,38,0.06,10.12,1,142,0.1,374,1
Karve,Karve,Anganwadi name : karve 101,45127,25,2,0,0,0.6,7.5,280,82,38,0.06,10.12,1,142,0.06,374,1
Karve,Karve,Anganwadi name : karve 36,45127,25,2,0,0,0.6,7.5,987,240,50,0.08,43.65,4,250,0.08,1312,1
Karve,Karve,Anganwadi name : karve 26,45127,25,2,0,0,0.6,7.5,987,240,50,0.08,43.65,4,250,,1312,1
Karve,Karve,School name : DHANAI NAGAR,45131,26,0,0,0,0.6,7.3,602,82,82,0.1,47,1.8,206,0.06,796,1
Karve,Karve,"Others, location : Anganwadi No.38",45127,25,2,0,0,0.6,7.5,987,240,50,0.04,40.1,4.1,222,0.09,1312,1
Karve,Karve,"Others, location : Anganwadi no.99 Karve",45176,26,0,0,0,0.5,7.3,160,34,33,0.001,0.12,0.9,211,0.02,210,1
Karve,Karve,"Others, location : Anganwadi No.101 Karve",45131,26,0,0,0,0.6,7.5,1284,110,210,0.08,10.12,2.5,350,0.1,1702,1
Karve,Karve,"Others, location : Anganwadi no.98 Karve",45131,26,0,0,0,0.6,7.2,280,82,38,0.06,10.12,1,142,0.11,374,1
Karve,Karve,"Others, location : Hulwan Wasti Anganwadi",45131,26,0,0,0,0.6,7.5,987,240,50,0.04,40.1,4.1,222,0.11,,1
Karve,Karve,"Others, location : Indubai Balkrishna Mohite",45131,26,0,0,0,0.6,7.5,1284,110,210,0.08,10.12,2.5,350,0.11,1702,1
Karve,Karve,", location : Location : Sahebrao Anna vast [ Source type : Deep Tubewell ] [ schemeId : 6313408, scheme name : Sahebrao Anna vast, Type : Handpump ]",45092,34,3,0,0,0.6,7.5,987,240,50,0.08,43.65,4,250,0.6,1312,1
Karve,Karve,"PrivateHand Pump, location : KOREGAON ROAD PISAL VASTI",45092,34,3,0,0,0.6,7.5,987,240,50,0.04,40.1,4.1,222,0.6,1312,1
Karve,Karve,"PrivateHand Pump, location : KOREGAON ROAD BHAIROBA MANDIR",45092,34,2,0,0,0.6,7.35,866,138,54,0.08,46.6,1.26,142,0.04,1148,1
Karve,Karve,"PrivateHand Pump, location : KUMBHAR WADA HAND PUMP",45092,34,2,0,0,0.6,7.1,278,118,38,0.1,8.1,2.2,166,0.06,0.06,1
Karve,Karve,"PrivateHand Pump, location : LY PATIL VASTI HAND PUMP",45092,34,2,0,0,0.6,7.5,1284,110,210,0.08,10.12,2.5,350,0.08,1702,1
Karve,Karve,"PrivateHand Pump, location : SATUKASHI MALA",45092,34,2,0,0,0.6,7.1,278,98,40,0.03,10.5,0.6,106,0.06,364,1
Karve,Karve,"PrivateHand Pump, location : THORAT MALA",45092,34,2,0,0,0.6,7.2,280,82,42,0.08,10.12,1,182,0.04,368,1
Karve,Karve,"PrivateHand Pump, location : DHANAI MANDIR",45092,34,2,0,0,0.6,7.31,602,82,82,0.1,47.1,1.8,206,0.06,796,1
Karve,Karve,"PrivateHand Pump, location : ANANDMALA HAND PUMP",45092,34,2,0,0,0.6,7.6,1268,162,126,0.1,48.1,2,312,0.04,1680,1
Karve,Karve,"Source Type : River, location : GAOTHAN",45092,34,3,0,0,0.6,7.2,280,82,38,0.06,10.12,1,142,0.08,374,1
Kasarshirambe,Kasarshirambe,Public tap water location : -----,45281,,0,,,,,,,,,,,,,,0
Kasarshirambe,Kasarshirambe,"Others, location : gaavthan",45092,34,2,0,0,0.5,7.2,436,84,24,,0.55,0.61,124,,683,1
Kasarshirambe,Kasarshirambe,"Others, location : maruti mandir",45092,34,2,0,0,1,7.2,357,84,48,0.1,29.06,1.28,120,0.1,558,1
Kasarshirambe,Kasarshirambe,"Others, location : gaavthan",45092,34,2,0,0,0.5,7.18,155,20,72,0.08,0.55,1.29,20,0.1,246,1
Kasarshirambe,Kasarshirambe,"Others, location : gaav",45092,34,2,0,0,0.5,7.2,101,36,36,0.1,3.23,0.58,24,0.1,157,1
Kavathe,Kavathe,"Source Type : Deep Tubewell, location : GAOTHAN",45112,30,2,0,0,0.6,7.2,476,118,40,0.11,14.8,0.8,284,0.08,630,1
Kavathe,Kavathe,"PrivateTube well / Bore well / Well, location : rewansiddha ward",45112,30,2,0,0,0.6,7.3,830,166,98,0.2,46,3.6,400,0.09,1298,1
Kavathe,Kavathe,"Source Type : Deep Tubewell, location : IN HABITATION",45112,30,2,0,0,0.6,7.2,482,70,50,0.16,41.6,3.2,298,0.1,158,1
Kavathe,Kavathe,"PrivateHand Pump, location : Revansidda ward",45112,30,2,0,0,0.6,7.2,360,90,30,0.14,12.8,2.2,210,0.11,566,1
Kavathe,Kavathe,"PrivateTube well / Bore well / Well, location : kenjal wasti",45112,30,3,0,0,0.6,7.2,372,98,42,0.09,21.6,0.1,230,0.1,586,1
Kavathe,Kavathe,"PrivateTube well / Bore well / Well, location : mala ward",45112,30,3,0,0,0.6,7.2,366,82,38,0.1,12.5,1.6,218,0.09,572,1
Kavathe,Kavathe,"PrivateTube well / Bore well / Well, location : kenjal vasti",45112,30,3,0,0,0.6,7.2,356,86,46,0.11,22.6,1.4,190,0.1,562,1
Kavathe,Kavathe,"PrivateTube well / Bore well / Well, location : kenjal vasti",45112,30,3,0,0,0.6,7.2,362,82,34,0.04,18.8,1,222,0.1,570,1
Kavathe,Kavathe,Anganwadi name : ANGANWADI 74,45118,30,2,0,0,0.6,7.2,476,118,40,0.11,14.8,0.8,284,0.08,630,1
Kavathe,Kavathe,Anganwadi name : anganwadi -85,45118,30,2,0,0,0.6,7.2,482,70,50,0.16,41.6,3.2,298,0.1,158,1
Kavathe,Kavathe,Anganwadi name : Kavathe N,45118,30,0,0,0,0.6,7.2,476,118,40,0.11,14.8,0.8,284,0.08,630,1
Kavathe,Kavathe,Individual house tap water BHUSHAN SUTAR HOUSE,45118,30,2,0,0,0.6,7.2,482,70,50,0.16,41.6,3.2,298,0.1,158,1
Kavathe,Kavathe,Individual house tap water BALASAHEB KIRAT HOUSE,45118,30,2,0,0,0.6,7.2,360,90,30,0.14,12.8,2.2,210,0.11,566,1
